cal_r,cal_g,cal_b,L_star,a_star,b_star,hue,sat,val,delta_e,temperature_c,humidity_pct,strip_age_days,dose_ppm_min
146.81,129.48,103.97,55.08,2.49,16.26,34.0,29.4,57.6,41.61,26.3,79.6,33.9,490.5
176.37,159.87,138.31,66.68,2.49,13.44,34.0,21.6,69.0,29.72,30.2,69.5,9.6,300.6
147.09,129.72,106.57,55.23,2.84,14.98,34.0,27.1,57.6,41.27,29.7,44.2,7.4,508.1
132.98,113.51,91.42,49.1,4.07,15.09,32.0,31.8,52.2,47.43,36.7,65.7,21.6,564.5
117.4,95.89,76.68,42.29,5.65,14.26,28.0,34.1,45.9,54.21,26.9,52.2,29.5,789.5
112.17,92.99,69.17,40.76,4.05,16.6,34.0,38.4,43.9,55.87,25.9,63.5,32.8,826.5
146.55,131.95,106.87,55.8,1.4,15.58,38.0,27.1,57.6,40.74,24.1,55.5,38.6,533.9
81.35,63.83,44.48,28.38,4.56,14.73,32.0,45.5,31.8,67.98,27.6,62.3,14.3,1219.6
73.0,53.97,39.84,24.34,6.29,12.17,26.0,45.1,28.6,71.96,36.0,65.4,13.0,1287.9
59.49,43.68,30.62,19.3,5.2,11.29,28.0,47.5,23.1,76.88,21.9,58.8,58.3,1908.6
59.06,42.64,30.6,18.93,5.69,10.8,26.0,47.5,23.1,77.27,25.3,42.2,21.3,1927.7
106.32,86.36,65.6,38.17,4.95,15.18,30.0,37.6,41.6,58.33,34.1,46.3,39.9,878.1
206.38,192.3,168.49,78.38,1.06,13.79,38.0,18.4,80.8,18.27,31.0,54.2,14.3,176.5
221.95,207.34,188.17,83.94,1.92,11.35,34.0,15.3,87.1,12.37,30.5,81.3,57.0,104.9
60.27,45.46,28.72,19.92,4.14,13.39,30.0,51.8,23.5,76.29,21.8,46.1,17.2,1865.1
150.05,134.82,110.77,56.99,1.79,15.05,36.0,25.9,58.8,39.5,20.4,53.3,46.6,532.6
212.42,203.24,180.22,81.94,-0.65,12.63,44.0,14.9,83.1,14.57,22.1,43.9,53.8,157.8
226.25,218.23,196.94,87.24,-0.81,11.46,44.0,12.9,88.6,9.19,21.3,59.7,17.3,82.8
198.66,184.81,164.94,75.72,1.61,11.86,36.0,17.3,78.0,20.51,27.7,79.8,13.1,191.4
79.76,61.0,42.65,27.31,5.38,14.45,30.0,46.3,31.4,69.08,28.8,48.1,27.9,1303.2
143.13,125.14,102.57,53.52,3.23,14.86,34.0,27.8,56.1,42.97,27.8,46.8,37.7,558.7
172.81,157.58,134.94,65.69,1.84,13.87,36.0,22.0,67.8,30.73,32.5,53.5,30.4,333.7
112.88,90.96,71.64,40.31,5.92,14.53,28.0,36.5,44.3,56.23,28.6,56.6,29.5,814.0
71.48,51.94,36.08,23.46,6.38,13.44,28.0,49.4,27.8,72.91,30.7,46.0,5.1,1481.6
194.88,179.97,156.04,73.94,1.41,14.14,36.0,20.0,76.5,22.67,24.4,56.6,55.7,250.8
243.03,240.8,220.84,94.77,-2.62,9.91,54.0,9.0,95.3,3.47,20.5,56.5,56.6,0.0
204.52,190.69,169.26,77.82,1.34,12.58,36.0,17.6,80.4,18.55,28.3,50.9,29.3,190.4
242.17,235.27,217.05,93.23,-0.72,9.67,44.0,10.2,94.9,3.1,26.9,59.1,34.3,14.3
87.75,70.28,49.51,31.12,4.18,15.33,32.0,43.1,34.5,65.29,34.3,71.2,32.1,1021.8
55.57,42.57,27.97,18.4,3.6,11.8,32.0,49.8,22.0,77.71,32.5,61.5,10.9,1749.2
203.62,191.64,173.11,78.08,1.1,10.86,36.0,15.3,80.0,18.03,16.6,74.1,41.4,185.8
67.34,51.81,35.4,22.89,4.34,13.04,32.0,47.8,26.3,73.32,22.9,39.8,29.0,1641.6
64.05,47.2,32.08,21.0,5.32,12.67,28.0,50.2,25.1,75.24,25.9,55.2,26.9,1626.6
202.04,191.61,171.61,77.91,0.3,11.4,40.0,14.9,79.2,18.25,24.0,67.5,35.0,181.6
96.63,79.68,58.11,35.04,3.61,15.38,34.0,40.4,38.0,61.37,22.3,53.1,1.6,1046.0
68.35,52.43,35.3,23.2,4.42,13.54,30.0,48.6,26.7,73.05,32.7,62.1,49.4,1528.7
53.79,37.61,27.0,16.6,5.96,10.03,24.0,49.8,21.2,79.59,24.3,65.2,25.5,1942.6
54.35,40.53,27.03,17.58,4.24,11.34,32.0,49.8,21.2,78.54,24.3,61.2,24.8,1921.9
82.78,64.3,48.17,28.76,5.44,12.92,28.0,42.4,32.5,67.54,28.8,78.4,25.8,1127.2
112.29,94.43,71.45,41.23,3.55,15.87,34.0,36.5,43.9,55.28,28.4,48.2,14.1,807.7
65.55,48.43,31.91,21.56,5.23,13.55,28.0,51.4,25.9,74.73,18.1,50.6,23.6,1749.4
90.12,73.48,54.27,32.43,3.93,14.13,32.0,40.0,35.3,63.87,32.9,71.7,25.5,986.6
239.29,234.16,215.15,92.69,-1.47,9.84,48.0,10.2,93.7,3.94,29.8,47.9,31.8,21.6
53.07,38.21,28.21,16.72,5.34,9.34,24.0,47.1,20.8,79.43,33.5,59.5,11.5,1864.1
64.31,46.04,34.09,20.73,6.49,10.96,24.0,47.1,25.1,75.53,38.8,65.0,45.7,1497.6
119.59,100.99,76.74,43.95,3.59,16.51,34.0,35.7,47.1,52.68,19.2,59.6,19.9,798.4
153.16,134.79,111.02,57.27,3.11,15.35,34.0,27.5,60.0,39.33,32.2,47.1,32.7,472.0
53.75,37.19,27.5,16.47,6.29,9.53,22.0,49.8,21.2,79.74,33.6,41.9,43.0,1999.8
196.58,185.43,162.16,75.64,0.07,13.23,40.0,17.6,77.3,20.8,22.0,52.6,36.7,225.7
170.86,158.97,133.7,65.86,0.13,14.77,40.0,21.6,67.1,30.69,33.4,47.7,51.8,354.7
55.06,41.68,28.21,18.06,3.98,11.19,32.0,49.0,21.6,78.05,29.9,60.2,21.5,1811.8
102.54,79.39,60.3,35.66,6.79,14.98,26.0,41.6,40.4,60.96,35.9,76.2,18.8,850.7
108.82,88.42,67.16,39.06,5.04,15.47,30.0,38.4,42.7,57.49,26.6,49.8,27.1,883.4
75.77,54.99,42.47,25.04,7.32,11.45,22.0,44.7,29.8,71.33,23.8,52.6,23.4,1388.2
247.81,240.07,219.73,94.92,-0.77,10.76,42.0,11.4,97.3,2.42,30.5,53.4,40.5,0.0
61.68,45.03,32.96,20.06,5.71,10.77,24.0,46.7,24.3,76.14,29.8,69.5,53.2,1638.5
107.5,87.7,65.92,38.69,4.71,15.7,32.0,38.4,42.0,57.85,27.6,34.9,4.3,921.7
191.79,177.41,154.64,72.98,1.39,13.51,36.0,19.2,75.3,23.47,34.0,58.0,35.4,231.2
63.23,47.67,32.88,21.06,4.7,12.2,30.0,47.5,24.7,75.13,34.4,72.0,50.9,1581.7
74.86,55.09,39.57,24.89,6.43,13.13,26.0,46.7,29.4,71.48,23.6,70.3,52.9,1426.0
197.82,184.61,160.28,75.49,0.68,14.05,40.0,19.2,77.6,21.12,33.5,54.8,39.1,208.3
82.08,62.48,42.2,28.02,5.49,15.72,30.0,48.6,32.2,68.49,26.2,56.9,11.3,1253.0
202.48,190.04,167.15,77.44,0.6,13.14,40.0,17.3,79.2,19.02,35.4,55.2,6.3,180.0
61.44,45.91,32.59,20.29,4.94,11.32,28.0,45.9,23.9,75.88,32.8,65.3,9.7,1568.8
203.02,189.89,167.2,77.45,0.89,13.13,38.0,17.6,79.6,19.01,27.4,72.7,47.9,195.3
219.71,213.63,191.49,85.43,-1.63,11.69,48.0,13.3,86.3,11.11,23.6,81.3,38.3,92.2
247.67,238.86,223.63,94.7,0.42,8.41,38.0,9.8,97.3,1.43,30.2,41.1,15.0,0.0
225.64,217.04,196.44,86.88,-0.49,11.2,42.0,13.3,88.6,9.43,18.1,57.5,3.0,82.2
124.02,102.74,80.64,44.97,5.02,15.66,30.0,34.5,48.6,51.66,25.6,56.4,34.6,729.3
108.33,88.89,68.34,39.17,4.7,14.89,32.0,36.9,42.4,57.29,31.9,59.1,11.3,818.4
151.76,135.71,110.9,57.39,2.01,15.56,36.0,27.1,59.6,39.19,28.0,48.7,34.3,490.8
64.06,47.27,32.07,21.02,5.28,12.7,28.0,50.2,25.1,75.22,33.3,61.2,22.3,1504.1
120.59,101.4,76.19,44.15,3.71,17.14,34.0,37.3,47.5,52.58,33.4,66.6,58.9,745.0
56.18,38.8,27.62,17.3,6.44,10.6,24.0,49.8,22.0,78.94,30.6,69.9,38.1,1769.2
156.86,139.61,114.75,59.0,2.45,15.67,36.0,26.7,61.6,37.65,24.1,42.1,39.4,491.7
108.02,89.13,65.78,39.15,4.06,16.42,32.0,38.8,42.4,57.44,27.7,40.7,4.3,909.1
79.68,62.44,44.28,27.76,4.63,14.01,30.0,45.1,31.4,68.55,19.6,66.5,48.3,1370.9
182.42,165.94,142.43,68.91,2.14,14.36,36.0,22.0,71.4,27.66,24.9,37.1,14.1,321.4
160.8,142.22,121.76,60.22,3.61,13.45,30.0,24.3,63.1,36.19,24.6,48.6,45.3,464.5
108.82,87.06,65.43,38.64,5.63,15.96,30.0,40.4,42.7,58.01,21.5,74.1,37.8,888.5
196.71,189.8,163.73,76.82,-1.95,14.05,48.0,16.9,77.3,19.98,22.9,44.1,45.3,224.6
62.81,46.01,32.34,20.49,5.53,11.78,28.0,49.0,24.7,75.73,28.4,47.5,26.7,1686.0
182.53,169.76,145.35,69.98,0.56,14.26,40.0,20.8,71.8,26.55,29.2,63.5,30.6,277.7
185.97,171.63,149.42,70.86,1.49,13.3,38.0,20.0,72.9,25.52,27.1,52.7,53.2,286.5
148.68,134.07,107.82,56.59,1.22,16.17,38.0,27.5,58.4,40.06,32.6,76.4,44.2,456.1
242.49,238.87,218.42,94.19,-2.22,10.33,52.0,9.8,94.9,3.53,22.6,59.0,57.8,7.7
104.64,85.41,61.61,37.64,4.24,16.86,32.0,40.8,41.2,59.01,27.7,50.5,52.1,969.8
214.9,207.04,183.18,83.18,-1.27,12.84,46.0,14.9,84.3,13.5,33.7,47.7,11.0,125.5
65.33,47.1,31.97,21.13,6.01,12.94,28.0,50.6,25.5,75.18,25.5,52.2,22.5,1635.6
72.56,53.67,37.51,24.14,5.97,13.42,28.0,47.8,28.6,72.2,28.1,66.2,41.0,1389.9
245.19,239.32,222.78,94.61,-0.81,8.69,44.0,9.0,96.1,1.94,37.6,38.3,48.7,0.0
209.93,197.02,178.61,80.11,1.45,10.86,34.0,14.9,82.4,16.03,33.6,59.0,10.2,143.3
160.79,143.63,116.61,60.49,2.06,16.73,36.0,27.5,63.1,36.38,37.4,52.2,54.1,425.9
138.99,118.32,95.19,51.1,4.36,15.73,32.0,31.8,54.5,45.57,26.3,61.0,48.8,608.1
57.26,39.06,26.7,17.51,6.69,11.53,24.0,52.5,22.4,78.77,23.9,52.7,18.0,1867.4
68.85,51.2,35.28,22.89,5.47,13.15,28.0,49.4,27.1,73.4,22.3,47.1,44.3,1621.9
78.36,60.94,42.66,27.13,4.74,14.17,30.0,44.7,30.6,69.19,21.9,48.3,5.5,1351.9
182.69,167.77,143.43,69.43,1.41,14.54,38.0,22.0,71.8,27.16,32.4,53.1,50.7,291.5
134.42,115.98,93.28,49.96,3.51,15.21,34.0,30.6,52.5,46.55,27.6,75.8,13.1,562.5
55.45,41.33,25.45,17.95,4.05,12.9,32.0,54.5,21.6,78.23,25.5,50.1,31.5,1936.9
153.29,139.89,114.98,58.75,0.89,15.15,40.0,24.7,60.0,37.76,26.0,58.5,35.2,460.7
83.38,65.22,44.37,29.02,4.64,15.69,32.0,47.1,32.5,67.44,28.3,68.5,40.5,1200.2
68.03,48.84,34.57,22.06,6.53,12.51,26.0,48.6,26.7,74.27,27.4,67.5,53.9,1568.6
243.79,238.38,219.84,94.2,-1.3,9.62,46.0,9.8,95.7,2.62,28.0,40.4,56.5,9.5
171.15,152.79,129.75,64.16,3.04,14.6,34.0,23.9,67.1,32.43,30.4,60.0,17.3,347.0
110.9,90.36,69.17,39.88,5.06,15.4,30.0,37.6,43.5,56.67,22.3,68.3,37.3,865.9
181.27,167.73,143.1,69.29,0.83,14.52,40.0,21.2,71.0,27.28,30.8,72.3,55.7,289.4
150.77,134.23,107.49,56.83,1.94,16.7,36.0,29.0,59.2,39.95,31.6,54.2,10.7,471.1
108.25,91.93,72.89,40.13,3.47,13.43,32.0,32.5,42.4,56.12,23.7,31.0,9.6,936.5
64.56,49.62,34.52,21.86,4.29,12.19,30.0,46.3,25.5,74.31,36.0,56.6,26.3,1444.7
114.17,95.1,71.88,41.62,4.04,16.18,32.0,36.9,44.7,54.97,34.0,48.2,1.9,776.0
145.06,126.67,100.6,54.08,2.88,16.79,36.0,30.2,56.9,42.7,29.5,57.3,47.7,547.9
247.0,241.16,223.62,95.22,-0.98,9.16,44.0,9.4,96.9,1.68,28.5,44.1,30.8,0.0
81.55,61.81,45.8,27.83,6.13,13.16,26.0,43.9,32.2,68.53,33.8,51.8,54.5,1248.3
96.49,80.89,55.94,35.34,2.52,17.09,38.0,41.6,37.6,61.23,28.8,73.1,39.9,949.6
98.86,81.35,59.88,35.8,3.85,15.35,32.0,39.2,38.8,60.63,24.8,44.4,22.1,1022.3
59.07,41.56,27.16,18.53,5.97,12.6,28.0,54.1,23.1,77.75,31.3,49.5,4.4,1802.8
98.25,78.8,59.08,34.99,5.03,14.74,30.0,39.6,38.4,61.45,21.4,57.4,39.7,1042.6
77.04,58.14,41.78,26.11,5.79,13.37,28.0,45.5,30.2,70.23,31.0,78.6,18.8,1188.5
126.09,106.01,80.7,46.1,4.0,17.19,34.0,35.7,49.4,50.69,32.7,63.4,8.0,656.6
70.61,51.08,36.14,23.09,6.53,12.9,26.0,49.4,27.8,73.26,32.0,57.0,25.4,1409.0
201.77,189.82,168.08,77.34,0.6,12.5,38.0,16.9,79.2,18.99,19.1,62.8,36.0,195.0
162.85,144.49,122.42,61.03,3.26,14.24,32.0,25.1,63.9,35.47,30.3,49.7,41.6,421.2
206.51,195.44,174.74,79.33,0.42,11.79,38.0,15.3,81.2,16.9,36.1,73.6,16.8,142.4
103.11,83.44,63.29,36.94,4.96,14.87,30.0,38.8,40.4,59.52,32.7,70.7,26.1,848.1
245.95,238.76,223.26,94.53,-0.18,8.35,42.0,9.4,96.5,1.75,30.0,56.7,17.9,0.0
133.48,113.24,91.49,49.07,4.45,15.03,32.0,31.8,52.2,47.48,29.4,49.8,31.6,631.7
70.16,55.73,40.63,24.54,3.87,11.87,32.0,41.6,27.5,71.6,28.1,48.9,32.9,1437.8
203.67,190.95,168.06,77.79,0.7,13.17,38.0,17.6,80.0,18.68,19.1,43.6,42.2,209.4
100.01,80.96,59.35,35.81,4.55,15.7,32.0,41.2,39.2,60.7,26.8,26.4,15.7,1071.8
206.44,192.67,169.0,78.49,0.97,13.68,38.0,18.0,80.8,18.13,15.6,47.4,34.3,200.5
195.27,182.62,159.99,74.75,0.74,13.14,40.0,18.0,76.5,21.65,27.8,55.2,57.2,234.1
58.22,45.54,27.61,19.67,2.9,13.75,36.0,51.8,22.7,76.52,31.4,46.3,35.3,1753.8
154.52,137.09,112.74,58.06,2.62,15.48,34.0,27.1,60.8,38.55,24.8,66.7,37.9,467.0
127.86,108.99,85.5,47.21,3.68,15.9,34.0,33.7,50.2,49.38,24.6,54.6,33.0,688.2
197.03,185.41,163.78,75.71,0.5,12.46,38.0,16.9,77.3,20.58,37.8,35.3,40.3,206.3
103.39,84.95,64.12,37.42,4.28,15.02,32.0,38.0,40.4,59.01,23.2,58.1,15.1,922.7
60.74,42.83,31.34,19.23,6.5,10.74,24.0,49.0,23.9,77.02,26.1,56.8,2.9,1733.5
58.67,40.47,29.42,18.19,6.8,10.61,22.0,51.0,23.1,78.08,34.9,57.8,53.6,1754.6
83.94,66.53,47.66,29.54,4.5,14.31,32.0,42.7,32.9,66.79,32.9,72.3,37.9,1093.3
85.15,67.12,45.56,29.81,4.43,16.02,32.0,45.9,33.3,66.68,28.5,56.4,45.5,1218.7
66.63,49.84,33.67,22.17,5.06,13.21,30.0,49.4,26.3,74.09,27.1,49.9,25.2,1584.2
85.87,68.07,50.55,30.28,4.83,13.51,30.0,40.8,33.7,66.02,28.0,60.0,36.7,1141.0
152.18,135.05,110.15,57.24,2.44,15.78,36.0,27.5,59.6,39.4,21.6,62.8,36.9,500.6
185.15,171.47,149.86,70.76,1.33,12.91,36.0,18.8,72.5,25.55,24.4,47.9,54.4,299.1
229.38,222.22,202.78,88.63,-0.82,10.4,44.0,11.4,89.8,7.62,21.3,34.0,20.7,68.4
229.69,225.08,204.36,89.41,-1.93,10.7,48.0,11.4,90.2,7.23,25.1,61.1,48.8,56.8
201.28,188.17,165.49,76.82,0.89,13.15,38.0,18.0,78.8,19.63,31.7,60.7,48.3,191.1
211.0,201.0,179.66,81.24,-0.09,11.92,40.0,14.5,82.7,15.06,27.4,46.8,6.1,145.5
242.21,239.54,222.65,94.43,-1.97,8.48,54.0,7.8,94.9,2.97,27.6,58.3,2.0,0.0
143.51,125.42,99.65,53.57,2.81,16.61,34.0,30.6,56.5,43.17,26.0,69.8,38.2,541.8
56.97,44.46,27.82,19.17,3.02,12.94,34.0,51.0,22.4,76.97,28.1,69.7,25.4,1713.6
64.69,44.21,28.61,20.11,7.21,13.83,24.0,55.3,25.5,76.34,17.0,50.8,29.5,1882.8
78.38,58.64,44.53,26.49,6.48,12.12,26.0,42.4,30.6,69.84,28.1,44.2,14.8,1336.3
161.76,145.43,124.38,61.22,2.6,13.39,34.0,23.5,63.5,35.12,30.8,53.3,11.1,399.7
69.11,51.71,37.07,23.12,5.5,12.28,28.0,46.3,27.1,73.12,25.0,29.4,30.1,1639.0
213.75,203.93,183.78,82.31,0.03,11.26,40.0,14.1,83.9,13.88,23.7,62.6,32.4,131.5
226.32,217.26,196.76,87.0,-0.31,11.21,42.0,12.9,88.6,9.3,32.1,53.0,17.3,76.3
245.37,239.94,223.2,94.78,-0.99,8.73,46.0,9.0,96.1,1.94,33.6,56.4,31.1,0.0
107.46,88.45,66.74,38.92,4.35,15.51,32.0,37.3,42.0,57.58,34.9,61.4,57.6,863.7
166.38,150.33,126.11,62.99,1.98,14.95,36.0,23.9,65.1,33.57,33.0,62.6,59.4,382.3
243.85,240.48,221.43,94.76,-2.08,9.6,50.0,9.4,95.7,2.92,17.1,71.5,29.9,0.0
215.46,206.14,183.34,83.0,-0.57,12.5,44.0,14.9,84.3,13.51,21.8,57.3,56.5,137.5
231.97,226.04,208.45,89.92,-0.96,9.31,46.0,10.2,91.0,6.26,22.5,55.3,54.9,50.8
230.29,222.73,203.73,88.85,-0.61,10.23,44.0,11.4,90.2,7.34,38.9,43.1,49.7,57.1
245.3,241.32,222.26,95.1,-1.87,9.68,50.0,9.4,96.1,2.62,36.5,39.3,58.4,0.0
78.03,60.79,40.84,27.01,4.44,15.17,32.0,47.5,30.6,69.38,26.4,63.6,46.5,1320.2
66.17,48.36,36.0,21.71,6.12,11.04,24.0,45.5,25.9,74.53,22.4,38.1,52.8,1770.8
61.82,45.25,32.39,20.13,5.55,11.25,26.0,48.2,24.3,76.07,22.6,39.6,2.6,1836.6
237.13,231.91,215.24,91.96,-1.06,8.73,46.0,9.4,92.9,4.34,32.8,60.1,36.5,24.0
123.66,105.6,80.97,45.74,3.23,16.51,34.0,34.5,48.6,50.89,35.2,60.2,59.6,689.3
102.64,82.67,61.91,36.64,5.04,15.3,30.0,40.0,40.4,59.87,26.6,76.2,54.2,908.8
224.0,217.39,197.43,86.86,-1.1,10.63,44.0,12.2,87.8,9.42,18.8,55.9,25.1,93.7
199.22,190.68,166.28,77.32,-1.08,13.4,46.0,16.5,78.0,19.26,32.2,52.9,55.0,196.1
157.27,141.72,117.1,59.66,1.78,15.26,38.0,25.5,61.6,36.9,25.1,50.7,54.0,478.3
236.69,229.23,210.59,91.14,-0.59,9.99,42.0,11.0,92.9,5.08,30.1,51.1,49.6,39.8
68.32,51.62,35.43,22.96,4.95,13.13,30.0,48.6,26.7,73.29,32.8,85.0,21.5,1307.6
92.23,74.44,53.78,32.94,4.24,15.16,32.0,41.2,36.1,63.47,30.8,46.6,11.7,1047.4
205.93,194.83,173.1,79.09,0.27,12.32,40.0,16.1,80.8,17.23,21.1,47.4,49.5,186.8
70.63,53.59,37.09,23.87,5.02,13.3,30.0,47.8,27.8,72.4,33.6,72.6,38.4,1339.7
74.59,55.24,37.7,24.87,5.96,14.31,28.0,49.4,29.4,71.54,35.3,32.3,10.0,1382.8
59.55,42.49,27.64,18.88,5.65,12.75,26.0,53.3,23.5,77.38,32.4,45.9,51.9,1846.7
61.22,45.45,30.22,20.07,4.82,12.61,30.0,51.0,23.9,76.14,27.4,69.6,5.6,1610.3
147.86,129.96,104.59,55.33,2.74,16.26,34.0,29.0,58.0,41.37,31.5,68.1,10.0,477.8
243.51,240.07,221.19,94.63,-2.03,9.53,50.0,9.4,95.7,2.93,22.3,38.8,1.7,0.0
60.21,44.83,29.33,19.73,4.62,12.74,30.0,51.8,23.5,76.47,22.1,47.5,14.3,1851.7
205.05,191.84,167.78,78.13,0.7,13.81,38.0,18.0,80.4,18.51,25.8,77.5,37.7,179.6
102.64,83.09,63.76,36.8,5.04,14.38,30.0,38.0,40.4,59.62,35.8,51.1,37.3,889.3
243.26,238.32,221.85,94.18,-1.12,8.55,46.0,8.6,95.3,2.48,23.7,54.6,28.6,0.0
124.69,106.94,82.51,46.25,3.1,16.31,34.0,33.7,49.0,50.35,33.8,60.3,6.0,652.4
79.01,59.25,42.73,26.7,6.15,13.58,26.0,45.5,31.0,69.68,32.6,69.8,13.3,1167.4
187.74,174.61,154.54,71.91,1.35,12.0,36.0,17.6,73.7,24.29,35.2,42.5,21.1,250.9
67.17,48.81,34.24,21.93,6.09,12.54,28.0,49.4,26.3,74.36,24.3,53.3,57.6,1736.6
117.89,98.79,75.98,43.14,4.04,15.84,32.0,35.7,46.3,53.42,20.8,62.9,43.4,811.6
83.91,65.59,45.11,29.21,4.75,15.48,32.0,46.3,32.9,67.24,31.9,65.5,59.7,1216.3
212.34,201.05,179.35,81.35,0.33,12.25,40.0,15.7,83.1,15.01,18.8,38.4,48.3,162.7
202.5,190.88,166.88,77.65,0.12,13.59,40.0,17.6,79.6,18.92,20.7,65.5,16.4,194.9
210.18,200.82,178.28,81.1,-0.51,12.44,44.0,15.3,82.4,15.33,22.0,44.5,30.0,158.7
246.28,239.04,222.79,94.62,-0.29,8.72,42.0,9.4,96.5,1.61,26.4,41.0,54.1,0.0
74.32,54.22,38.13,24.54,6.54,13.59,26.0,48.6,29.0,71.86,37.0,58.3,57.7,1402.9
207.02,197.97,175.6,80.04,-0.58,12.35,42.0,14.9,81.2,16.34,27.8,45.7,36.1,164.6
226.1,217.21,199.37,87.03,0.05,9.87,40.0,11.8,88.6,9.02,33.0,48.8,2.7,74.6
85.32,70.01,48.64,30.75,3.09,15.33,34.0,42.4,33.3,65.61,23.6,43.1,5.4,1213.8
74.09,56.61,39.92,25.26,5.11,13.37,30.0,45.9,29.0,71.02,29.5,46.9,51.8,1434.8
127.89,110.62,85.4,47.66,2.73,16.57,36.0,33.7,50.2,48.98,29.0,60.3,15.8,647.3
137.83,121.48,100.37,51.96,2.81,13.89,34.0,27.5,54.1,44.37,31.7,55.4,24.8,546.0
96.72,77.97,56.68,34.53,4.52,15.57,32.0,41.2,38.0,61.95,38.1,82.4,16.0,867.3
96.31,76.92,55.49,34.15,4.82,15.8,32.0,42.7,37.6,62.37,33.1,60.5,47.5,980.8
116.13,96.61,73.71,42.29,4.25,16.02,32.0,36.1,45.5,54.3,18.9,49.9,48.3,888.9
61.86,44.64,30.33,19.9,5.71,12.34,28.0,51.8,24.3,76.35,23.0,65.5,53.1,1773.9
67.82,50.18,35.45,22.46,5.66,12.44,28.0,48.6,26.7,73.8,24.9,51.6,12.8,1617.8
244.28,238.47,223.5,94.34,-0.58,7.93,42.0,8.2,95.7,2.25,31.1,61.5,33.5,0.0
110.05,90.08,68.83,39.7,4.81,15.35,30.0,37.3,43.1,56.82,21.1,60.3,12.8,890.0
229.4,221.41,201.35,88.39,-0.62,10.81,42.0,12.2,89.8,7.9,28.0,81.8,27.9,58.9
83.52,64.37,45.57,28.81,5.4,14.66,28.0,45.1,32.9,67.61,18.9,59.6,15.5,1264.6
65.08,49.53,33.13,21.87,4.42,13.14,32.0,49.4,25.5,74.35,15.0,44.8,16.3,1842.7
115.42,94.37,71.61,41.54,5.0,16.25,30.0,37.3,45.1,55.12,33.6,68.3,44.8,758.6
134.01,115.33,92.33,49.72,3.58,15.43,32.0,31.4,52.5,46.83,30.9,37.2,28.7,637.8
155.04,136.88,114.81,58.1,3.26,14.36,34.0,25.9,60.8,38.38,22.9,43.3,11.3,488.8
212.1,202.92,181.41,81.86,-0.41,11.88,42.0,14.5,83.1,14.46,36.5,42.6,34.2,128.8
192.88,179.49,156.09,73.65,0.91,13.68,38.0,19.2,75.7,22.84,26.3,60.0,44.0,236.5
92.1,74.51,55.75,32.98,4.41,14.0,32.0,39.2,36.1,63.34,28.5,55.0,44.5,1071.2
199.99,187.66,164.29,76.55,0.5,13.4,40.0,18.0,78.4,19.94,30.5,57.1,26.8,195.8
221.73,211.82,192.4,85.15,0.17,10.83,40.0,13.3,87.1,11.01,29.2,39.2,26.6,104.2
245.73,241.62,223.85,95.24,-1.62,9.06,50.0,9.0,96.5,2.25,30.8,52.2,51.4,0.0
99.23,79.19,56.61,35.16,4.92,16.51,32.0,42.4,38.8,61.46,20.9,39.6,7.5,1089.0
96.22,76.16,57.25,33.96,5.49,14.45,30.0,40.8,37.6,62.48,27.5,57.2,20.9,1016.2
173.77,158.3,135.43,65.97,1.9,14.01,36.0,22.4,68.2,30.48,31.5,40.8,28.2,346.8
227.69,218.61,199.12,87.5,-0.15,10.7,42.0,12.5,89.4,8.69,19.0,69.9,48.6,75.7
176.99,162.97,135.77,67.5,0.66,16.0,40.0,23.1,69.4,29.35,33.6,52.5,40.2,318.8
76.87,58.85,40.18,26.27,5.05,14.61,30.0,48.2,30.2,70.1,43.4,57.4,39.8,1191.9
65.9,47.89,36.28,21.54,6.35,10.62,24.0,45.5,25.9,74.71,23.6,69.2,59.1,1639.3
243.65,238.53,220.4,94.23,-1.33,9.38,48.0,9.8,95.7,2.57,22.8,41.4,31.2,5.8
65.34,49.95,33.18,22.03,4.28,13.32,32.0,49.4,25.5,74.19,27.3,46.6,26.1,1618.7
75.83,57.63,40.11,25.78,5.32,13.98,30.0,47.5,29.8,70.56,34.0,69.7,26.7,1225.9
181.66,168.32,142.14,69.46,0.52,15.28,40.0,22.0,71.4,27.27,16.1,63.6,57.4,333.0
207.71,196.74,176.26,79.8,0.41,11.65,40.0,15.3,81.6,16.42,21.6,25.3,42.5,183.8
204.17,193.21,171.42,78.49,0.21,12.36,40.0,16.1,80.0,17.83,25.7,37.8,37.0,187.3
244.44,240.52,223.18,94.86,-1.61,8.84,52.0,8.6,95.7,2.4,27.0,70.6,16.3,0.0
81.47,65.53,48.13,28.97,4.03,13.2,32.0,40.8,31.8,67.25,34.6,70.7,53.6,1128.3
94.81,75.93,55.1,33.69,4.69,15.4,32.0,42.0,37.3,62.78,32.9,54.0,37.7,999.6
111.48,90.24,70.57,39.94,5.59,14.64,28.0,36.1,43.5,56.57,31.4,58.5,30.1,795.9
174.49,154.76,132.81,65.05,3.73,14.18,32.0,23.5,68.2,31.55,28.5,41.8,31.8,364.7
66.94,50.02,33.55,22.26,5.08,13.41,30.0,49.4,26.3,74.01,22.0,48.3,3.2,1648.4
70.46,53.34,36.65,23.76,5.04,13.44,30.0,47.1,27.5,72.52,32.9,51.3,53.6,1494.1
242.33,242.68,218.82,95.14,-4.14,11.48,62.0,9.8,95.3,5.33,30.6,51.1,21.6,0.0
